מספר קלפי,שם ישוב,כתובת,מצביעים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
620,ירושלים,עזרת תורה        43,224,223,0,184,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
630,ירושלים,עזרת תורה        43,449,447,2,312,0,0,0,0,0,0,0,11,0,6,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,108
640,ירושלים,עזרת תורה        43,412,408,0,363,0,0,0,0,0,0,0,4,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
650,ירושלים,עזרת תורה        43,346,339,0,287,0,0,0,0,0,0,0,14,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
660,ירושלים,סורוצקין         38,466,461,0,440,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
810,ירושלים,אביגדורי         4,235,231,14,114,0,0,1,1,0,6,0,10,0,7,9,0,3,5,4,1,0,1,0,0,0,0,0,0,1,2,0,0,52
820,ירושלים,הרב קוק          7,136,135,23,38,0,0,3,0,3,7,1,2,0,0,13,0,2,6,22,0,0,2,0,0,0,0,0,0,0,3,0,0,10
830,ירושלים,הרב קוק          7,256,251,32,11,1,0,4,0,0,19,0,28,1,6,23,0,13,47,11,1,0,1,0,0,0,0,0,0,2,4,0,5,42
840,ירושלים,הלל              17,282,277,23,10,1,0,1,0,1,13,3,45,1,9,49,0,17,40,14,0,0,3,0,0,0,0,0,2,1,12,0,2,30
860,ירושלים,רבי עקיבא        7,369,363,59,9,0,0,7,0,0,33,0,36,1,9,60,0,22,50,37,1,0,4,0,0,1,0,0,0,1,11,0,7,15
870,ירושלים,הקרן הקיימת      14,480,477,87,20,1,0,3,0,0,19,0,101,1,7,76,0,20,67,42,0,0,8,0,0,0,0,0,0,1,3,0,7,14
880,ירושלים,רבי עקיבא        7,281,275,47,6,0,0,1,0,0,10,1,26,0,8,45,0,31,32,21,1,0,3,0,0,0,0,0,0,0,12,0,11,20
890,ירושלים,רבי עקיבא        7,99,97,21,0,0,0,2,1,0,6,1,11,0,1,11,0,12,14,6,1,0,0,0,0,1,0,0,0,0,1,0,1,7
930,ירושלים,בן שמעון דוד     4,288,285,36,23,1,0,0,0,3,16,0,20,0,5,33,0,13,53,16,1,0,3,1,0,0,0,0,1,0,11,0,5,44
1160,ירושלים,שבטי ישראל       22,411,411,10,286,0,0,0,0,0,3,0,11,0,6,6,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
1170,ירושלים,שבטי ישראל       22,316,316,47,91,0,0,2,0,0,7,1,15,1,4,20,0,10,38,10,0,0,1,0,0,0,0,0,0,0,5,0,2,62
1180,ירושלים,שבטי ישראל       22,342,337,62,51,0,0,4,0,0,10,0,26,0,8,47,1,7,41,12,0,0,1,1,1,0,0,0,0,1,4,0,1,59
1200,ירושלים,שמעון הצדיק      23,166,164,0,53,0,0,0,0,0,0,0,1,0,6,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
1310,ירושלים,בן שמעון דוד     4,239,236,40,3,0,0,5,0,0,12,1,38,2,2,48,0,5,43,14,0,0,3,0,0,0,0,0,0,1,3,0,4,12
1320,ירושלים,בן שמעון דוד     4,320,308,52,7,1,0,3,0,1,20,0,50,1,2,49,0,15,43,26,0,0,1,0,0,0,0,0,0,0,2,0,10,25
1340,ירושלים,יצחק אלחנן       4,431,420,82,7,1,0,9,0,1,19,2,54,0,0,113,0,16,61,27,3,1,10,0,0,0,0,0,0,0,4,0,5,5
1350,ירושלים,סמולנסקין        7,465,462,98,8,0,0,3,0,1,24,1,92,0,6,75,0,10,74,44,0,0,11,0,0,0,0,0,0,0,2,0,3,10
1370,ירושלים,יצחק אלחנן       4,424,421,91,6,0,0,4,0,1,23,3,77,1,3,76,0,8,46,44,3,0,12,0,0,0,0,0,0,1,7,0,8,7
1490,ירושלים,כט' בנובמבר      13,424,419,94,10,0,0,1,0,0,23,2,77,1,8,68,0,13,44,43,0,0,11,0,0,0,0,0,0,0,5,0,7,12
1500,ירושלים,בן לברט          15,423,418,78,15,0,0,4,0,1,23,1,98,0,4,59,0,11,66,29,0,0,8,0,0,0,0,0,1,0,6,0,4,10
1510,ירושלים,בן לברט          15,361,360,74,10,0,0,5,0,1,18,0,44,0,6,72,0,20,30,49,0,0,2,0,0,0,0,0,0,0,9,0,9,11
1540,ירושלים,בן לברט          15,455,449,101,17,3,0,6,0,0,24,3,72,0,6,72,0,15,43,44,0,0,12,0,0,0,0,0,0,0,11,0,11,9
1550,ירושלים,סמולנסקין        7,360,350,98,10,1,0,5,0,0,19,4,43,0,2,61,0,15,30,37,0,0,8,0,0,0,0,0,0,0,8,0,4,5
1570,ירושלים,סמולנסקין        7,375,372,86,14,0,0,3,0,1,21,0,56,0,5,65,0,15,33,35,0,0,4,0,0,0,0,0,0,0,9,0,8,17
1580,ירושלים,בן לברט          15,360,357,76,11,0,0,3,0,0,13,4,64,0,2,78,0,15,24,51,1,1,1,0,0,0,0,0,0,0,3,0,5,5
1590,ירושלים,בן לברט          15,378,373,97,5,1,0,12,0,1,12,1,67,0,3,52,0,17,39,30,3,0,12,1,0,0,0,0,0,0,2,0,7,11
1610,ירושלים,הקרן הקיימת      14,360,356,72,20,0,0,5,0,0,25,2,70,0,2,44,0,11,50,19,3,0,10,0,0,0,0,0,0,0,7,0,5,11
1620,ירושלים,הקרן הקיימת      14,390,382,79,26,0,0,2,0,0,24,1,65,0,5,71,0,12,31,33,1,0,4,0,0,0,0,0,1,0,6,0,2,19
1650,ירושלים,אוסישקין         38,393,390,67,61,1,0,4,0,0,11,2,69,0,10,50,0,7,42,29,1,0,3,0,0,0,0,0,0,0,4,0,6,23
1710,ירושלים,אוסישקין         38,467,446,57,42,0,0,2,0,0,15,2,97,2,10,94,0,9,66,20,0,0,3,0,0,0,0,0,0,1,5,1,5,15
1860,ירושלים,אוסישקין         38,418,410,26,137,0,0,3,0,0,9,0,82,0,18,38,0,9,22,16,0,0,4,0,0,0,0,0,0,0,2,0,2,42
1880,ירושלים,לוד              20,296,294,57,13,3,0,7,1,0,16,0,43,0,2,38,0,8,24,19,1,0,5,0,0,0,0,0,0,0,2,0,5,50
1910,ירושלים,לוד              20,462,458,64,6,2,0,4,0,0,26,3,76,0,6,50,0,20,58,28,2,0,5,0,0,0,0,0,1,0,15,0,17,75
1920,ירושלים,לוד              20,334,331,43,22,0,0,5,0,1,16,1,44,2,9,40,0,16,43,18,1,0,10,0,0,0,0,0,0,0,7,0,10,43
1930,ירושלים,נרקיס            11,343,341,15,145,0,1,1,1,0,9,0,43,0,9,17,0,11,34,5,1,0,1,0,0,0,0,0,0,0,2,0,1,45
1950,ירושלים,הלל              17,410,406,79,22,0,0,6,0,1,19,1,68,2,12,41,0,10,42,27,1,0,1,0,0,2,0,0,0,0,9,0,8,55
1960,ירושלים,הלל              17,296,294,55,10,0,0,3,0,4,14,0,54,0,14,31,0,9,35,11,0,0,2,1,0,0,0,0,1,0,7,0,3,40
1980,ירושלים,אהל משה          42,341,338,53,3,0,1,5,0,2,10,4,64,0,18,27,0,15,40,23,0,0,7,1,0,0,0,0,0,1,6,0,8,50
2000,ירושלים,שד בן צבי יצחק   1,448,443,57,9,0,0,2,0,0,29,1,71,1,6,60,0,19,67,15,1,0,3,0,0,0,0,0,1,0,14,0,9,78
2010,ירושלים,שד בן צבי יצחק   1,365,360,38,3,0,0,6,1,0,17,3,40,0,8,60,0,19,58,23,0,0,4,0,0,0,0,0,0,0,5,0,7,68
2030,ירושלים,נרקיס            11,224,220,24,11,0,0,1,0,0,7,0,24,0,2,27,0,12,34,8,0,0,0,0,0,0,0,0,0,0,6,0,2,62
2050,ירושלים,דוד ילין         41,430,421,26,128,0,0,3,0,0,6,0,15,0,17,13,0,8,19,3,0,0,0,0,0,0,0,0,0,0,1,0,3,179
2060,ירושלים,אהל משה          42,352,344,16,48,0,1,0,0,1,16,1,30,1,5,29,0,14,44,3,0,0,2,0,0,0,0,2,1,1,8,0,1,120
2100,ירושלים,בזל              3,415,409,37,35,0,0,0,0,0,26,2,105,0,22,47,0,22,45,6,1,0,4,2,0,0,0,0,0,1,1,0,3,50
2150,ירושלים,הרב טייב חי      42,473,467,4,242,0,0,0,0,0,0,0,77,0,18,2,0,2,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106
2160,ירושלים,הרב טייב חי      46,484,480,0,278,0,0,0,0,0,0,0,109,1,13,3,0,2,14,1,1,0,0,0,1,0,0,0,0,0,1,0,1,55
2250,ירושלים,זכרון יעקב       3,312,310,2,228,0,0,0,0,0,1,0,15,0,7,3,0,5,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,41
2270,ירושלים,בן לברט          15,426,424,141,0,0,0,5,0,1,27,3,29,0,0,94,0,9,38,54,1,0,10,0,0,0,0,0,0,0,5,0,4,3
2280,ירושלים,בן לברט          15,45,44,4,5,0,0,1,0,0,1,0,4,1,0,11,0,7,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2290,ירושלים,בן לברט          15,510,507,187,2,0,0,2,1,0,33,5,34,0,4,126,1,17,35,45,0,0,3,0,1,0,0,0,0,0,1,0,5,5
2300,ירושלים,סורוצקין         38,399,399,0,369,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2310,ירושלים,סורוצקין         40,552,549,0,485,0,0,0,0,0,0,1,2,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45
2320,ירושלים,ראשון לציון      7,348,347,1,242,0,0,0,0,0,1,0,12,3,4,2,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67
2330,ירושלים,סורוצקין         40,481,475,0,428,1,0,0,0,0,0,0,3,0,8,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
2340,ירושלים,בן ציון          24,602,596,13,115,0,0,0,0,0,11,0,249,0,30,21,0,7,48,1,3,0,4,0,0,0,0,0,0,0,2,0,1,91
2350,ירושלים,ויטל חיים        32,568,564,3,122,0,0,0,0,0,5,0,194,0,44,20,0,6,41,2,0,0,3,0,0,0,0,0,0,0,0,0,0,124
2360,ירושלים,הרב טייב חי      46,528,526,3,317,0,0,0,0,0,1,0,27,0,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
2370,ירושלים,הרב אבן דנן      30,554,550,1,366,0,0,0,0,0,1,0,26,0,6,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,137
2380,ירושלים,זכרון יעקב       3,510,507,8,386,0,0,0,0,0,4,0,19,0,13,7,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,61
2390,ירושלים,סורוצקין         38,505,502,0,434,0,0,0,0,0,1,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2400,ירושלים,ויטל חיים        32,531,524,7,79,0,0,0,0,0,5,0,262,0,28,11,0,4,52,0,1,1,1,0,0,0,0,0,0,0,4,0,0,69
2410,ירושלים,סורוצקין         40,411,407,0,362,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2420,ירושלים,''המ''''ג             5'',323,321,12,91,0,0,1,0,0,10,4,31,0,5,18,0,12,36,3,2,0,0,0,0,0,0,0,0,0,1,0,2,93
2430,ירושלים,סורוצקין         40,581,576,0,518,0,0,0,0,0,1,0,8,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37
2440,ירושלים,ראשון לציון      7,485,482,3,373,0,0,0,0,0,1,0,8,0,7,12,0,7,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,56
2450,ירושלים,זכרון יעקב       3,335,335,0,312,0,0,0,0,0,1,0,7,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2460,ירושלים,''המ''''ג             5'',434,432,14,214,0,0,0,0,1,18,0,36,1,4,11,0,4,27,7,0,0,2,0,0,1,0,0,0,0,1,0,2,89
2470,ירושלים,ראשון לציון      7,528,526,15,304,0,0,2,0,0,5,0,10,1,9,13,0,3,16,3,1,0,2,0,0,0,0,0,0,0,2,0,0,140
2480,ירושלים,נג'ארה           27,453,447,3,275,0,0,0,0,0,5,0,44,0,21,6,0,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70
2491,ירושלים,נג'ארה           27,357,354,1,167,0,0,0,0,0,0,0,51,0,6,1,0,0,16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,109
2492,ירושלים,נג'ארה           27,308,308,1,165,0,0,0,0,0,6,0,47,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2500,ירושלים,ויטל חיים        32,621,617,7,255,1,0,0,0,0,3,0,138,0,23,1,0,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,171
2510,ירושלים,זכרון יעקב       3,445,442,5,325,0,0,0,0,0,3,1,6,0,1,3,0,3,14,0,0,2,0,0,1,0,0,0,0,0,1,0,0,77
2520,ירושלים,בן ציון          24,456,453,1,260,0,0,0,0,0,0,0,70,0,11,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2530,ירושלים,הרב טייב חי      46,429,424,3,203,0,0,0,0,0,1,0,137,0,14,4,0,4,12,1,0,0,1,0,0,0,0,0,0,0,1,0,2,41
2540,ירושלים,הרב טייב חי      46,613,610,5,325,0,0,0,1,0,5,0,83,0,23,2,0,1,22,1,0,0,2,0,0,0,0,0,1,0,0,0,1,138
2550,ירושלים,הרב טייב חי      46,401,393,0,213,0,0,0,0,0,0,0,57,0,15,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
2561,ירושלים,הרב אבן דנן      30,333,333,3,160,0,0,0,0,0,0,0,75,0,6,4,0,2,16,0,0,0,1,0,0,0,0,0,0,0,1,0,1,64
2562,ירושלים,הרב אבן דנן      30,279,278,2,133,0,0,0,0,0,2,0,83,0,5,2,0,1,7,0,0,0,6,0,0,0,0,0,0,0,1,0,1,35
2570,ירושלים,הרב טייב חי      46,422,418,1,205,0,0,0,0,0,1,0,97,0,6,4,0,0,17,0,0,0,2,0,0,0,0,0,0,0,1,0,0,84
2581,ירושלים,הרב טייב חי      46,330,326,0,191,0,0,0,0,0,1,0,65,0,8,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,48
2582,ירושלים,הרב טייב חי      46,299,296,0,153,0,0,0,0,0,3,0,68,0,21,1,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,2,38
2590,ירושלים,הרב אבן דנן      30,422,420,1,207,0,0,0,0,0,1,0,68,0,14,2,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2600,ירושלים,התומר            5,495,491,104,5,0,1,3,0,0,30,2,36,0,2,113,0,30,79,38,0,0,10,0,0,0,0,0,0,1,8,0,11,18
2610,ירושלים,שחר              19,493,491,163,4,0,0,8,0,0,25,5,35,6,1,90,0,27,38,67,0,0,10,0,0,0,0,0,0,0,1,0,6,5
2620,ירושלים,הרב פרנק         20,451,448,20,109,0,0,0,0,0,19,2,89,2,6,32,0,9,58,8,0,0,0,0,0,0,0,0,0,1,3,0,3,87
2630,ירושלים,הרב טייב חי      42,522,518,5,236,0,0,0,0,0,1,0,109,0,14,9,0,4,7,7,0,0,1,0,0,0,0,0,0,0,1,0,0,124
2640,ירושלים,חכמי יוסף        28,445,441,37,28,0,0,0,0,0,7,0,137,2,16,62,0,12,31,5,1,0,5,0,0,0,0,0,0,0,0,0,2,96
2650,ירושלים,הרב טייב חי      42,501,499,4,283,0,0,0,0,0,6,0,80,0,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,99
2661,ירושלים,הרב אבן דנן      30,364,364,1,168,0,0,0,0,0,0,0,42,0,13,4,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
2662,ירושלים,הרב אבן דנן      30,300,294,0,175,0,0,0,0,0,0,0,37,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77
2670,ירושלים,שד הרצל          137,342,334,22,59,0,0,0,0,0,13,1,72,0,6,40,0,8,29,3,0,0,1,0,0,0,0,0,1,1,0,0,1,77
2680,ירושלים,בן ציון          7,420,416,9,48,0,0,0,0,0,15,0,178,0,28,16,0,14,43,5,0,0,2,0,0,0,0,0,0,0,0,0,2,56
2690,ירושלים,בן ציון          7,448,446,18,53,0,0,0,0,0,8,1,218,1,12,17,0,6,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1,69
2700,ירושלים,בן ציון          7,379,375,24,40,0,0,0,0,0,21,1,147,1,7,25,0,12,32,10,0,0,5,0,0,0,0,0,0,0,2,0,1,47
2710,ירושלים,בזל              3,360,357,13,24,0,0,1,0,0,15,1,130,1,16,32,1,14,38,3,1,0,2,0,0,0,0,0,0,0,6,0,6,53
2720,ירושלים,בזל              3,453,450,26,39,0,0,0,0,1,25,0,170,0,33,20,0,15,35,6,0,0,5,0,0,0,0,0,0,0,1,0,3,71
2730,ירושלים,בזל              3,555,547,21,41,0,0,0,1,0,18,1,276,0,37,34,0,9,52,6,1,0,2,0,0,0,0,1,0,0,2,0,0,45
2740,ירושלים,מעגל בית המדרש   8,448,441,116,7,0,0,4,0,0,32,2,50,1,3,83,0,18,44,54,0,0,10,0,0,1,0,0,0,0,1,0,8,7
2750,ירושלים,מעגל בית המדרש   8,316,311,74,4,1,0,1,0,0,18,0,34,0,1,85,0,14,34,24,0,1,3,0,0,1,0,0,0,0,7,0,6,3
2760,ירושלים,התומר            5,452,450,103,4,0,0,1,0,0,54,4,37,1,5,89,0,36,46,30,0,0,6,0,0,0,0,0,0,2,6,0,7,19
2770,ירושלים,מעגל בית המדרש   8,460,453,108,7,0,0,0,0,0,38,4,44,2,0,88,0,25,64,39,0,0,9,0,0,0,0,2,0,0,8,0,8,7
2780,ירושלים,בן ציון          7,507,507,8,118,0,0,0,0,0,5,0,174,0,26,21,0,8,46,3,0,0,2,0,0,0,0,0,0,0,1,0,1,94
2790,ירושלים,התומר            5,357,354,67,2,0,0,0,0,0,34,2,40,1,1,81,0,18,50,28,0,0,4,0,0,0,0,0,0,0,4,1,3,18
2800,ירושלים,שד הרצל          137,480,479,159,0,0,0,4,0,0,42,5,34,0,2,114,0,18,40,45,0,0,6,0,0,0,0,0,0,0,4,0,4,2
2810,ירושלים,שד הרצל          137,468,465,140,2,1,0,1,0,0,22,8,22,0,0,114,1,22,32,74,0,0,8,0,0,0,0,0,0,0,5,0,6,7
2820,ירושלים,שד הרצל          137,483,480,156,2,0,0,4,0,0,34,3,41,0,4,84,1,26,28,61,0,0,9,0,0,0,0,0,0,0,5,0,14,8
2830,ירושלים,התומר            5,337,332,58,3,0,0,1,0,0,34,5,23,1,1,91,0,22,45,23,0,0,1,0,0,0,0,0,0,0,5,0,5,14
2840,ירושלים,התומר            5,410,405,86,2,0,0,0,0,0,41,6,40,1,0,98,0,21,58,26,0,1,2,0,0,0,0,0,0,0,7,0,8,8
2850,ירושלים,הפסגה            24,419,418,2,246,0,0,0,0,0,2,0,72,0,6,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2860,ירושלים,שד הרצל          137,362,358,32,77,0,0,2,0,0,28,1,69,0,4,37,0,20,29,8,0,0,1,0,0,0,0,0,0,1,2,0,0,47
2871,ירושלים,הפסגה            24,345,338,7,102,0,0,0,0,0,2,0,62,0,5,17,0,49,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,66
2872,ירושלים,הפסגה            24,285,283,6,86,0,0,2,0,0,5,0,45,0,8,15,0,52,23,1,1,0,3,0,0,0,0,0,0,0,1,0,0,35
2880,ירושלים,הפסגה            24,378,375,11,137,0,1,0,1,0,11,2,79,1,7,12,0,8,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,83
2890,ירושלים,תורה ועבודה      6,569,565,6,327,0,0,0,0,0,3,0,82,0,16,5,0,0,15,1,0,0,0,0,0,0,0,0,0,2,1,0,0,107
2900,ירושלים,חכמי יוסף        28,534,527,3,389,0,0,0,0,0,1,0,42,0,9,9,0,1,11,3,0,0,1,0,0,0,0,0,0,0,1,0,0,57
2910,ירושלים,חכמי יוסף        28,346,343,7,188,0,0,0,0,0,9,0,40,0,6,15,0,4,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,51
2920,ירושלים,חכמי יוסף        28,350,346,35,34,0,0,0,0,0,12,2,86,0,7,37,0,11,43,4,0,0,7,0,0,0,0,0,0,0,2,1,2,63
2930,ירושלים,הרב פרנק         20,627,625,2,407,0,0,0,0,0,1,0,50,0,1,4,0,2,9,0,0,0,2,0,0,0,0,0,0,0,1,0,1,145
2940,ירושלים,תורה ועבודה      6,450,447,10,216,0,0,0,0,0,17,0,69,0,7,13,0,7,18,1,0,0,1,0,0,1,0,0,0,0,2,0,0,85
2950,ירושלים,שחר              19,535,533,180,2,0,0,9,0,0,27,2,24,1,0,139,0,15,40,72,0,0,3,0,0,0,0,0,0,0,4,0,9,6
2960,ירושלים,שד הרצל          137,560,555,116,6,0,1,3,0,1,49,2,56,0,1,145,0,26,97,20,0,1,4,0,0,0,0,1,1,0,5,0,7,13
2970,ירושלים,הרב פרנק         20,613,611,6,456,0,0,0,0,0,4,0,53,0,1,3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2980,ירושלים,שד הרצל          137,446,446,99,1,0,0,1,0,1,48,3,29,1,1,117,0,22,61,37,0,0,3,0,0,0,1,0,0,0,3,0,6,12
2990,ירושלים,שד הרצל          137,423,419,70,2,0,0,0,0,0,44,2,49,1,0,119,0,21,59,17,0,0,4,0,0,0,0,0,0,0,4,0,11,16
3000,ירושלים,דולצ'ין          21,515,512,82,2,0,0,1,0,0,30,2,66,2,5,137,0,27,90,25,1,0,4,0,0,0,0,0,0,0,6,1,11,20
3010,ירושלים,דולצ'ין          21,505,505,111,4,0,2,0,0,1,30,4,28,1,0,139,0,34,67,36,0,0,6,0,0,0,0,0,0,0,3,0,10,29
3020,ירושלים,דולצ'ין          21,503,499,93,3,0,0,0,0,0,39,6,44,1,2,167,0,25,50,28,0,0,6,1,0,0,0,0,0,0,4,0,14,16
3050,ירושלים,קוסטה ריקה       15,275,275,41,0,0,0,0,0,0,26,3,20,0,4,51,0,17,50,21,0,0,2,0,0,0,0,0,1,0,0,0,3,36
3070,ירושלים,הדישון           25,349,348,73,0,0,0,0,0,0,30,2,13,0,3,108,0,11,54,31,0,0,5,0,0,0,0,0,0,0,5,0,2,11
3090,ירושלים,דהומיי           6,228,224,37,2,0,0,1,0,6,17,0,23,0,10,35,0,13,34,4,1,0,2,0,0,0,0,0,0,0,6,0,2,31
3100,ירושלים,אולשוונגר        3,263,256,32,6,1,0,0,0,3,26,2,17,1,3,52,0,53,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3110,ירושלים,זנגויל           29,394,390,99,4,0,3,0,1,0,29,1,29,2,4,58,0,27,55,25,1,0,3,2,0,0,0,0,0,0,6,0,9,32
3120,ירושלים,אולשוונגר        3,316,309,68,4,0,0,4,0,1,17,1,20,1,4,48,0,40,34,20,0,0,2,0,0,0,0,0,0,1,5,1,5,33
3130,ירושלים,החרצית           10,464,454,45,9,0,1,1,1,21,28,2,19,0,4,69,0,68,66,13,1,1,1,0,0,0,0,0,0,0,7,0,2,95
3140,ירושלים,אולשוונגר        3,506,499,90,9,0,0,3,0,0,31,6,87,2,2,106,0,33,60,29,1,0,5,0,0,0,0,0,1,2,9,0,4,19
3150,ירושלים,אולשוונגר        3,383,373,32,7,1,0,1,0,10,12,0,20,2,4,48,0,101,54,3,0,2,0,1,0,0,0,1,0,0,6,0,3,65
3160,ירושלים,זנגויל           25,437,429,52,18,0,0,0,2,2,20,2,125,1,5,42,0,36,26,11,1,0,3,0,0,0,0,0,0,0,3,0,8,72
3170,ירושלים,זנגויל           29,289,288,52,3,0,0,2,0,2,30,1,37,1,8,56,0,17,32,16,0,0,4,0,0,0,0,0,2,1,5,0,3,16
3180,ירושלים,זנגויל           25,415,414,132,4,0,0,1,0,0,41,0,28,1,1,80,1,17,42,31,2,0,3,0,1,1,0,0,0,1,5,0,7,15
3190,ירושלים,זנגויל           25,420,416,84,11,0,0,0,0,0,29,2,69,0,2,79,0,15,45,21,0,0,1,0,0,0,0,0,1,0,4,0,8,45
3200,ירושלים,אולשוונגר        3,319,309,35,15,0,0,1,0,8,6,4,25,0,2,36,0,87,40,5,0,0,2,0,0,0,0,1,1,1,5,1,5,29
3210,ירושלים,זנגויל           25,396,395,77,3,0,1,7,0,2,46,2,26,0,4,90,0,14,39,40,1,0,4,0,0,0,0,0,0,2,4,0,10,23
3220,ירושלים,המעיין           2,483,480,149,3,0,0,5,0,0,30,2,30,0,5,78,0,15,44,54,1,0,7,0,1,0,0,0,1,0,9,0,9,37
3230,ירושלים,המעיין           2,394,392,116,4,0,1,6,0,1,19,0,15,0,8,68,0,8,39,49,0,0,2,0,0,0,0,0,0,0,13,0,13,30
3240,ירושלים,אולשוונגר        3,174,170,15,2,0,0,0,0,1,13,0,10,0,2,33,1,53,13,6,0,0,0,0,0,1,0,0,1,1,0,0,2,16
3250,ירושלים,החרצית           10,481,470,59,4,0,0,1,2,14,18,3,52,2,7,89,0,73,38,9,0,0,4,0,1,0,0,0,0,2,7,0,8,77
3260,ירושלים,דהומיי           6,417,413,61,6,0,0,0,0,0,22,1,52,3,4,61,0,53,45,10,0,0,2,0,0,0,0,0,0,0,9,0,8,76
3270,ירושלים,קוסטה ריקה       15,367,364,52,5,0,0,3,0,15,20,2,36,0,4,47,0,24,46,11,0,0,2,0,0,0,0,0,0,0,5,0,3,89
3280,ירושלים,צ'ילה            8,308,306,61,2,1,0,1,1,0,32,1,21,0,1,59,0,37,32,13,0,0,1,0,0,0,0,0,0,1,5,0,3,34
3290,ירושלים,דולצ'ין          21,381,378,60,1,0,0,2,0,0,32,0,36,1,3,97,0,31,63,23,0,0,3,0,1,0,0,0,0,0,3,0,2,20
3300,ירושלים,צ'ילה            8,289,285,34,5,0,0,0,0,0,24,1,24,0,5,50,0,11,53,6,0,1,2,0,1,3,0,0,0,0,3,0,5,57
3310,ירושלים,גרינולד          8,450,448,51,5,0,0,4,0,1,45,1,39,0,3,74,0,32,100,10,0,1,1,0,0,0,0,0,0,1,11,0,6,63
3320,ירושלים,וולטה העלית      12,401,394,92,1,0,0,0,0,2,57,0,40,0,6,73,1,20,38,18,2,1,5,0,0,0,0,1,0,0,4,0,10,23
3330,ירושלים,וולטה העלית      12,385,382,72,5,0,0,1,0,1,32,0,35,0,5,65,0,27,58,34,1,0,2,0,0,0,0,0,0,0,5,0,5,34
3341,ירושלים,גרינולד          8,270,262,32,4,1,0,3,0,1,14,0,17,0,1,56,0,66,36,6,0,2,2,1,0,0,0,0,0,1,3,0,1,15
3342,ירושלים,גרינולד          8,209,202,13,5,1,0,1,0,1,4,0,16,0,3,26,0,77,28,7,1,0,0,1,0,1,0,0,0,2,1,0,0,14
3350,ירושלים,רקם              2,386,383,43,4,0,0,0,0,0,22,3,23,3,2,88,0,25,97,23,0,0,3,0,0,0,0,0,0,0,3,0,9,35
3360,ירושלים,דהומיי           6,365,356,32,6,0,0,0,1,2,28,0,31,1,6,52,0,52,62,7,0,0,1,0,2,0,1,0,0,0,0,0,2,70
