סמל ישוב,סמל קלפי,בוחרים,מצביעים,פסולים,כשרים,שם ישוב,אמת,ב,ג,ד,ו,ז,זך,זנ,ט,יש,כן,ל,ם,מחל,מרצ,נ,נץ,עם,ף,פה,צ,צף,ק,קך,קנ,קץ,רק,שס
3000,6420,498,347,2,345,ירושלים,43,11,0,0,1,0,0,0,0,41,4,17,6,169,16,0,5,0,0,1,0,1,0,0,10,1,1,18
3000,6430,510,311,3,308,ירושלים,45,30,2,0,1,0,0,1,1,24,29,38,4,91,16,1,3,0,0,2,0,0,1,0,5,0,2,12
3000,6440,706,509,8,501,ירושלים,53,15,1,0,0,0,0,0,0,48,5,23,9,263,25,2,8,1,0,0,0,0,0,0,6,0,1,41
3000,6490,674,340,2,338,ירושלים,37,18,15,2,0,0,0,1,0,40,6,48,4,103,22,0,12,0,0,0,0,0,0,0,4,0,0,26
3000,6500,594,350,3,347,ירושלים,9,8,14,1,0,0,0,1,1,30,14,63,10,129,2,0,4,1,0,0,0,0,1,0,3,0,0,56
3000,6510,645,393,10,383,ירושלים,11,6,14,0,0,0,0,3,0,20,12,58,1,151,2,0,8,0,0,0,0,0,0,1,4,0,0,92
3000,6580,464,367,3,364,ירושלים,4,10,166,0,0,0,0,0,0,9,6,16,0,49,1,2,12,0,0,0,0,1,0,0,1,0,2,85
3000,6590,653,482,2,480,ירושלים,36,78,96,0,0,0,0,1,0,34,12,25,0,114,11,4,17,0,0,0,0,0,0,0,4,0,8,40
3000,6600,766,556,2,554,ירושלים,32,38,29,0,0,0,0,1,0,32,15,29,1,164,14,1,22,0,0,0,0,0,0,0,2,0,1,173
3000,6680,618,239,12,227,ירושלים,36,65,1,22,1,1,0,0,0,7,0,13,4,37,7,1,7,10,1,0,0,2,3,1,1,0,1,6
3000,6690,535,432,1,431,ירושלים,49,71,17,0,0,0,0,4,0,39,4,20,2,156,16,1,5,0,0,0,0,0,0,0,6,0,2,39
3000,6710,642,490,3,487,ירושלים,101,51,3,0,1,0,0,0,0,70,15,14,4,143,33,1,8,0,0,2,0,0,0,0,5,0,4,32
3000,6720,573,431,1,430,ירושלים,15,31,137,0,0,0,0,0,0,14,3,12,2,72,6,3,15,0,0,1,0,0,0,0,4,0,1,114
3000,6730,630,413,6,407,ירושלים,33,13,0,0,0,0,0,4,0,29,18,51,8,175,18,2,9,0,0,0,0,0,0,0,5,1,0,41
3000,6740,505,355,5,350,ירושלים,31,11,5,0,0,0,0,1,0,40,12,42,2,141,10,0,6,0,0,0,0,0,1,0,6,0,2,40
3000,6750,720,517,11,506,ירושלים,36,14,4,0,0,0,0,2,0,58,2,44,14,233,20,1,7,1,0,1,0,0,0,0,8,0,0,61
3000,6760,520,353,2,351,ירושלים,21,8,6,0,0,1,0,0,0,37,7,47,4,159,8,0,4,0,0,3,0,0,0,0,5,0,0,41
3000,6770,547,396,1,395,ירושלים,41,17,3,0,0,0,0,0,1,57,8,13,5,200,9,2,1,0,0,0,0,0,0,0,7,0,1,30
3000,6780,739,523,7,516,ירושלים,44,15,3,0,0,0,0,3,0,52,8,39,3,274,15,0,8,0,0,0,0,0,0,0,4,1,3,44
3000,6790,654,408,10,398,ירושלים,29,5,1,0,0,0,0,3,0,29,8,64,0,171,12,0,14,0,0,0,0,0,0,0,1,0,1,60
3000,6800,618,411,4,407,ירושלים,55,8,2,0,0,0,0,8,0,32,1,22,12,205,20,0,4,0,0,0,0,0,0,0,5,0,2,31
3000,6810,792,476,3,473,ירושלים,17,12,4,0,0,0,0,3,0,52,8,34,0,251,12,0,11,0,0,0,0,0,0,0,8,0,0,61
3000,6820,575,349,5,344,ירושלים,34,14,0,0,2,0,0,0,0,34,17,26,0,164,9,1,6,0,0,0,0,0,0,0,2,0,3,32
3000,6830,653,431,6,425,ירושלים,28,16,5,0,0,0,0,3,0,40,8,41,7,195,16,0,12,0,0,0,0,0,0,2,4,0,4,44
3000,6840,751,461,5,456,ירושלים,21,27,3,1,1,0,0,3,0,50,6,32,7,215,17,3,13,0,0,0,0,0,0,0,8,0,1,48
3000,6850,724,460,4,456,ירושלים,23,18,11,0,0,0,0,2,0,54,4,58,7,204,11,1,4,2,0,0,0,0,0,0,4,0,0,53
3000,6860,698,506,3,503,ירושלים,98,14,1,0,1,0,0,1,0,78,5,15,5,228,37,1,1,0,0,0,0,0,0,0,3,0,5,10
3000,6870,619,429,4,425,ירושלים,45,27,9,0,0,0,0,2,0,36,1,20,9,229,5,3,8,0,0,0,0,0,0,0,2,0,1,28
3000,6880,660,418,4,414,ירושלים,14,6,3,0,0,0,0,4,0,40,5,48,5,201,15,0,8,1,1,0,0,1,0,0,5,0,3,54
3000,6890,647,458,6,452,ירושלים,35,77,3,0,0,0,0,1,0,35,7,48,4,169,12,0,10,0,0,0,0,0,0,0,0,0,2,49
3000,6900,244,99,2,97,ירושלים,6,3,0,0,0,0,0,0,0,2,2,7,6,54,2,0,3,0,0,1,0,0,0,0,0,0,0,11
3000,6910,579,320,10,310,ירושלים,16,6,4,0,0,0,0,3,0,24,6,35,4,140,5,0,8,0,0,1,0,0,0,0,7,0,0,51
3000,6920,698,444,5,439,ירושלים,46,23,5,0,1,0,0,0,0,40,2,41,9,188,20,4,6,0,0,0,1,0,0,0,4,0,2,47
3000,6930,763,528,5,523,ירושלים,44,19,4,0,0,1,0,1,0,51,10,32,12,246,22,0,12,1,0,1,0,0,0,0,5,0,2,60
3000,6940,782,619,7,612,ירושלים,0,1,424,0,0,0,0,1,0,0,3,3,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,144
3000,6970,619,506,5,501,ירושלים,0,4,274,0,0,0,0,1,0,1,1,8,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,188
3000,6980,534,355,4,351,ירושלים,12,11,9,2,0,0,0,2,1,25,11,61,6,138,2,0,6,1,0,6,0,0,0,0,0,0,0,58
3000,6990,650,436,12,424,ירושלים,9,9,15,0,0,0,0,0,0,36,11,66,10,146,4,0,8,0,1,0,0,0,0,0,1,0,1,107
3000,7000,659,441,11,430,ירושלים,6,10,4,2,0,1,0,2,0,36,12,66,2,148,3,0,11,1,0,0,0,0,0,0,1,0,2,123
3000,7010,601,311,10,301,ירושלים,7,6,8,0,0,1,0,1,0,19,13,52,0,123,1,1,3,0,0,1,1,0,0,0,1,0,0,63
3000,7020,489,261,6,255,ירושלים,6,0,5,0,0,0,0,0,0,32,10,74,2,101,1,0,11,0,0,0,0,0,0,0,0,0,0,13
3000,7030,643,546,0,546,ירושלים,0,4,341,0,0,0,0,1,0,0,0,3,0,5,0,0,16,0,0,0,0,0,0,0,1,0,0,175
3000,7040,541,377,10,367,ירושלים,11,17,5,0,0,0,0,1,0,34,11,79,4,139,8,0,9,0,0,0,1,0,0,0,1,0,0,47
3000,7050,655,455,4,451,ירושלים,12,55,42,0,0,0,0,5,0,20,17,41,1,113,8,0,27,0,0,0,0,0,0,0,2,0,0,108
3000,7060,679,511,5,506,ירושלים,59,49,3,0,1,0,0,1,0,79,12,19,0,194,24,5,3,1,0,0,0,0,0,0,9,0,0,47
3000,7070,562,424,4,420,ירושלים,7,8,164,1,0,0,0,1,0,12,8,19,2,53,2,0,23,0,0,0,1,0,1,0,0,0,1,117
3000,7080,524,368,8,360,ירושלים,13,21,22,0,0,0,0,1,0,28,10,27,1,107,7,0,8,1,0,0,0,0,0,0,4,0,2,108
3000,7090,731,522,4,518,ירושלים,100,85,10,0,4,0,0,0,0,59,19,18,4,101,64,3,7,0,0,0,0,0,0,0,8,0,4,32
3000,7100,664,433,6,427,ירושלים,23,18,39,0,0,0,0,2,0,31,18,50,4,112,17,2,15,0,0,0,0,0,0,0,1,0,1,94
3000,7110,599,492,4,488,ירושלים,13,26,204,0,0,0,0,2,0,10,5,9,0,64,3,0,28,0,0,0,0,1,0,0,0,0,0,123
3000,7120,643,466,4,462,ירושלים,11,11,165,2,1,0,0,1,0,9,4,28,1,59,5,2,18,0,0,0,0,0,0,0,0,0,0,145
3000,7130,602,392,13,379,ירושלים,16,7,9,2,0,0,0,3,0,28,6,67,8,144,3,0,7,0,0,1,0,0,0,1,5,0,2,70
3000,7140,518,357,14,343,ירושלים,10,0,6,0,0,0,0,0,0,30,12,63,2,174,4,0,3,0,0,0,0,0,0,0,0,0,2,37
3000,7150,765,498,6,492,ירושלים,145,13,2,0,3,0,0,0,0,75,13,14,3,119,78,0,2,0,0,0,0,0,0,0,8,0,6,11
3000,7160,502,323,0,323,ירושלים,87,9,2,1,3,0,0,0,0,46,6,11,7,66,64,1,2,2,0,1,0,0,0,0,5,0,2,8
3000,7170,730,557,5,552,ירושלים,61,103,9,0,1,0,0,2,0,51,21,36,6,151,19,1,10,0,0,0,0,0,0,0,6,0,1,74
3000,7180,587,459,1,458,ירושלים,38,36,32,0,0,0,0,4,0,38,1,26,6,158,8,1,10,0,0,0,0,0,0,0,5,0,2,93
3000,7190,607,455,6,449,ירושלים,16,21,189,0,1,0,0,0,0,25,4,24,2,69,4,0,16,0,0,0,0,0,0,0,3,0,2,73
3000,7200,733,502,11,491,ירושלים,26,20,5,0,0,0,0,4,0,51,10,64,8,233,15,0,8,1,0,0,1,0,0,0,5,1,1,38
3000,7210,644,461,8,453,ירושלים,49,21,2,1,0,0,0,1,1,50,15,45,4,188,21,1,12,0,0,3,0,0,0,0,7,0,1,31
3000,7220,769,544,12,532,ירושלים,33,28,5,0,2,0,0,1,0,65,6,69,4,247,15,0,11,0,0,1,0,0,0,0,3,0,2,40
3000,7230,482,370,8,362,ירושלים,25,11,1,0,0,0,0,1,0,35,2,24,3,207,11,0,10,0,0,2,0,0,0,0,1,0,1,28
3000,7240,674,464,7,457,ירושלים,41,17,7,0,0,0,0,5,0,56,11,44,6,202,13,2,10,0,0,0,0,0,0,0,5,0,5,33
3000,7250,609,420,9,411,ירושלים,23,19,6,0,0,0,0,1,1,52,11,32,4,215,13,0,2,0,0,0,1,0,0,0,4,0,4,23
3000,7260,650,439,4,435,ירושלים,26,18,7,0,0,0,0,1,0,42,6,64,7,186,10,1,9,0,0,0,0,0,0,0,7,0,1,50
3000,7270,666,469,3,466,ירושלים,20,16,3,0,0,0,0,0,1,41,6,39,2,244,14,0,15,0,0,2,0,0,0,0,9,0,1,53
3000,7280,738,569,7,562,ירושלים,30,20,4,0,0,0,0,0,0,47,156,36,7,195,13,0,9,0,1,3,3,0,0,0,2,0,1,35
3000,7290,598,444,3,441,ירושלים,5,11,5,2,0,0,0,1,0,48,16,85,5,197,5,1,5,0,0,1,0,0,0,0,6,0,0,48
3000,7300,720,527,8,519,ירושלים,51,18,2,0,0,0,0,0,0,76,6,28,5,247,35,4,2,0,0,7,0,0,0,0,6,0,1,31
3000,7310,602,449,4,445,ירושלים,26,9,5,0,0,0,0,0,0,51,26,80,1,204,9,0,5,0,0,0,0,0,0,0,3,0,2,24
3000,7320,560,433,3,430,ירושלים,35,11,0,0,0,0,0,2,0,51,6,29,8,226,7,1,4,0,0,2,1,0,0,0,3,0,0,44
3000,7330,671,491,7,484,ירושלים,26,28,5,0,0,0,0,4,0,40,3,30,4,253,13,2,7,0,0,3,1,0,0,0,3,0,1,61
3000,7340,546,401,6,395,ירושלים,17,28,2,0,0,0,0,3,0,47,5,26,6,213,8,0,8,0,0,0,0,0,0,0,1,0,2,29
3000,7350,720,538,6,532,ירושלים,22,81,15,0,0,0,0,3,0,38,6,36,1,202,9,2,24,0,0,0,0,0,0,0,1,0,2,90
3000,7360,632,462,14,448,ירושלים,23,19,7,0,0,0,0,5,0,38,71,35,4,188,8,0,1,0,1,3,0,0,0,0,4,1,2,38
3000,7370,754,539,5,534,ירושלים,42,29,4,0,0,0,0,2,0,72,19,47,5,241,9,2,7,0,0,1,0,0,0,1,5,0,4,44
3000,7380,778,576,10,566,ירושלים,38,63,6,1,2,0,0,3,0,53,5,48,7,233,25,0,11,0,0,0,0,0,0,0,2,1,0,68
3000,7390,623,455,4,451,ירושלים,22,31,7,0,0,0,0,1,0,58,8,37,3,203,13,1,18,0,0,2,0,1,0,0,7,0,0,39
3000,7400,711,521,4,517,ירושלים,26,25,5,0,1,0,0,1,0,41,9,33,14,258,20,0,11,0,0,3,0,1,0,0,1,0,1,67
3000,7451,446,316,5,311,ירושלים,5,15,6,0,0,0,0,1,0,36,8,42,8,145,3,0,3,0,0,0,0,0,0,0,1,0,0,38
3000,7452,393,271,3,268,ירושלים,6,5,3,2,0,0,0,5,0,30,10,44,4,122,5,0,7,0,0,0,0,0,0,0,2,0,0,23
3000,7461,414,306,4,302,ירושלים,7,15,1,0,0,0,0,5,0,23,9,37,7,127,4,2,11,0,0,0,0,0,0,0,1,0,2,51
3000,7462,397,297,4,293,ירושלים,10,5,4,1,1,0,0,2,0,33,13,64,4,118,7,0,4,0,0,0,0,0,0,0,5,0,0,22
3000,7480,737,585,5,580,ירושלים,22,44,9,2,0,0,0,3,0,56,24,76,5,239,17,2,11,1,0,0,0,0,0,0,5,0,0,64
3000,7490,567,432,7,425,ירושלים,10,23,4,1,0,0,0,2,0,38,11,70,5,205,5,3,6,0,0,1,0,0,0,0,2,1,1,37
3000,7500,543,403,1,402,ירושלים,23,28,3,0,0,0,0,1,0,52,8,48,1,181,5,1,11,0,0,1,0,1,0,0,3,1,1,33
3000,7510,686,523,6,517,ירושלים,20,39,4,0,0,0,0,7,0,54,7,37,7,286,3,0,6,0,0,0,0,0,0,0,3,0,0,44
3000,7520,582,463,13,450,ירושלים,20,20,14,0,1,0,0,0,0,58,39,52,2,186,9,0,6,0,0,0,0,0,1,0,3,0,1,38
3000,7530,672,509,9,500,ירושלים,25,36,6,0,1,0,0,2,0,68,10,60,9,212,9,0,10,0,0,0,0,0,0,0,7,0,2,43
3000,7540,536,412,8,404,ירושלים,24,36,2,0,1,0,0,0,0,44,8,31,8,178,17,0,6,0,0,0,0,0,0,1,5,0,1,42
3000,7550,584,414,5,409,ירושלים,36,13,3,1,0,0,0,3,0,43,3,28,9,204,13,1,3,1,0,4,1,0,0,0,8,0,2,33
3000,7560,521,392,5,387,ירושלים,27,9,3,0,0,0,0,1,0,46,3,41,3,194,21,1,1,0,0,0,0,0,0,1,5,0,1,30
3000,7570,734,496,4,492,ירושלים,26,17,10,0,0,0,0,2,0,66,26,47,13,207,17,1,13,0,0,3,0,0,0,0,4,0,2,38
3000,7580,760,502,6,496,ירושלים,22,8,2,0,0,0,0,1,0,34,22,79,5,248,15,1,8,0,0,0,0,0,0,0,3,0,0,48
3000,7590,556,390,2,388,ירושלים,15,21,4,0,0,0,0,0,0,45,12,37,9,187,6,0,9,0,0,0,0,0,0,0,1,0,2,40
3000,7600,573,391,8,383,ירושלים,5,5,3,0,0,0,0,0,0,35,21,97,3,125,9,0,6,1,0,1,0,0,0,0,7,0,2,63
3000,7610,646,415,12,403,ירושלים,11,16,6,0,1,0,0,2,0,30,14,70,4,166,1,1,2,0,0,3,0,0,1,0,2,0,1,72
3000,7710,584,429,7,422,ירושלים,7,11,177,0,0,0,0,2,0,11,4,14,0,88,2,0,17,0,0,0,1,0,0,1,2,0,0,85
3000,7720,711,557,2,555,ירושלים,0,0,444,0,0,0,0,0,0,2,0,1,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,89
3000,7730,663,475,8,467,ירושלים,54,18,31,0,0,0,0,1,0,56,5,31,3,161,26,2,8,0,0,1,1,0,0,0,6,0,3,60
3000,7740,520,387,1,386,ירושלים,56,51,8,0,0,0,0,1,0,57,5,20,2,132,17,0,10,0,0,0,0,0,0,0,2,0,1,24
3000,7750,681,581,1,580,ירושלים,0,3,474,0,0,0,0,1,0,1,1,5,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,62
3000,7760,703,562,4,558,ירושלים,12,197,43,0,0,0,0,1,0,7,32,50,3,111,8,1,24,0,0,0,0,0,0,0,3,0,2,64
3000,7770,573,417,10,407,ירושלים,7,8,139,0,1,0,0,2,0,14,11,24,2,75,5,0,10,0,0,0,0,0,1,1,1,0,1,105
3000,7780,629,558,0,558,ירושלים,5,27,253,0,0,0,0,4,0,3,2,7,1,48,1,0,25,0,0,0,0,0,0,1,1,0,5,175
3000,7790,515,451,3,448,ירושלים,0,0,310,0,0,0,0,0,0,0,0,5,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,112
3000,7800,604,459,1,458,ירושלים,66,35,11,0,0,0,0,1,0,51,10,21,6,144,35,0,4,0,0,0,0,0,0,1,8,0,6,59
3000,7810,661,502,29,473,ירושלים,15,33,22,0,0,0,0,3,1,45,10,38,4,152,8,0,29,0,0,1,0,0,0,0,3,0,1,108
3000,7820,597,444,1,443,ירושלים,103,50,8,0,1,0,0,3,0,53,9,17,5,118,29,2,12,0,0,0,0,0,0,0,8,0,3,22
3000,7850,691,560,6,554,ירושלים,0,2,266,0,0,0,0,0,0,1,2,6,1,11,1,0,63,0,0,0,0,0,0,0,0,0,0,201
3000,7860,527,427,2,425,ירושלים,4,9,246,0,0,0,0,1,0,0,4,7,0,14,2,0,14,0,0,0,0,0,0,0,1,0,0,123
3000,7870,646,522,4,518,ירושלים,25,68,42,0,0,0,0,3,0,37,8,28,3,173,8,0,21,1,0,0,0,0,0,0,4,0,4,93
3000,7880,578,435,3,432,ירושלים,37,107,7,0,0,0,0,1,0,43,6,28,2,125,21,2,13,0,0,0,0,1,0,0,2,0,3,34
3000,8010,605,539,4,535,ירושלים,0,2,351,0,0,0,0,2,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,164
3000,8020,567,481,2,479,ירושלים,0,4,286,0,0,0,0,2,0,0,0,2,1,3,0,0,33,0,0,0,0,0,0,0,0,0,0,148
3000,8030,644,514,1,513,ירושלים,0,0,436,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,60
3000,8040,676,586,3,583,ירושלים,0,4,399,0,0,0,0,1,0,1,0,1,0,10,0,0,11,0,0,0,0,0,0,0,1,0,0,155
3000,8050,624,542,10,532,ירושלים,0,3,414,0,0,0,0,0,0,0,0,4,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,89
3000,8060,494,434,2,432,ירושלים,0,49,131,0,0,0,0,3,0,0,2,16,0,13,0,0,23,0,0,0,0,0,0,0,0,0,0,195
3000,8070,649,594,4,590,ירושלים,1,3,364,0,0,0,0,0,0,0,0,3,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,208
3000,8080,609,539,5,534,ירושלים,1,8,283,0,0,0,0,0,0,1,0,10,0,7,2,1,137,0,0,0,0,0,0,0,0,0,0,84
3000,8200,756,518,8,510,ירושלים,56,22,10,1,0,0,0,3,0,51,19,76,6,193,12,1,6,0,0,0,0,0,0,0,7,0,0,47
3000,8210,536,360,5,355,ירושלים,16,7,1,0,0,0,0,3,0,25,7,32,5,176,6,0,8,0,0,0,0,0,0,0,2,0,2,65
3000,8230,731,531,6,525,ירושלים,67,8,4,0,0,0,0,3,0,90,5,35,12,221,37,0,3,0,0,0,0,1,0,0,9,0,0,30
3000,8240,657,469,2,467,ירושלים,45,19,6,0,0,0,0,4,0,53,5,35,8,203,23,2,6,0,0,0,0,0,0,0,9,0,1,48
3000,8260,475,335,1,334,ירושלים,35,11,1,0,0,0,0,0,0,39,9,20,5,166,13,0,7,0,0,0,0,2,0,0,1,0,1,24
3000,8300,537,422,2,420,ירושלים,34,31,5,0,0,0,0,5,0,31,1,17,3,235,5,1,5,0,0,0,0,0,0,0,4,0,3,40
3000,9500,122,19,0,19,ירושלים,0,2,4,0,0,0,0,0,0,2,0,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2
3000,9580,668,356,7,349,ירושלים,79,3,27,1,5,0,0,3,0,27,10,8,2,95,63,0,8,1,0,0,0,0,1,0,5,0,2,9
3000,9590,282,250,1,249,ירושלים,9,52,4,0,0,0,0,0,0,5,3,37,5,105,1,1,11,0,0,0,0,0,0,0,1,0,0,15
3000,9600,253,204,2,202,ירושלים,40,6,1,0,1,0,0,0,0,27,1,8,1,84,25,0,0,0,0,0,0,0,0,0,0,0,2,6
3000,9640,544,425,2,423,ירושלים,50,4,1,0,1,0,0,4,0,75,3,9,9,215,18,1,9,0,0,0,0,0,0,0,6,0,1,17
3000,9650,478,348,5,343,ירושלים,62,18,4,2,2,0,0,0,0,27,16,11,3,135,35,3,3,0,0,3,0,0,0,0,5,0,1,13
3000,9660,156,13,0,13,ירושלים,0,5,1,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,9670,283,186,1,185,ירושלים,47,7,0,0,0,0,0,0,0,30,0,5,1,56,28,1,0,0,0,0,0,0,0,0,4,0,2,4
3000,9680,647,408,11,397,ירושלים,20,12,1,1,0,0,0,2,0,43,17,70,3,177,5,1,5,0,0,0,3,0,0,0,2,0,1,34
3000,9900,337,48,1,47,ירושלים,5,3,4,0,1,0,0,0,0,3,0,1,1,13,3,0,0,0,0,0,0,0,0,0,1,0,1,11
3400,10,240,201,0,201,חברון,0,43,3,0,0,0,0,0,0,0,0,36,0,1,0,0,116,0,0,0,0,0,0,0,0,0,0,2
3488,10,322,226,0,226,כפר עציון,15,99,2,1,0,0,0,0,0,5,3,36,1,41,3,3,2,0,0,0,0,0,0,0,3,2,7,3
3555,10,126,53,0,53,נתיב הגדוד,14,0,0,0,0,0,0,0,0,13,0,2,0,17,4,1,0,0,0,0,0,0,0,0,1,0,0,1
3556,10,76,49,0,49,אלמוג,18,0,0,0,0,0,0,0,0,6,0,1,5,11,5,0,0,0,0,0,0,0,0,0,2,0,1,0
3557,10,559,476,6,470,קדומים,0,174,8,0,0,0,0,0,0,4,8,173,1,39,0,0,51,0,0,0,0,0,0,0,3,0,0,9
3557,20,536,431,3,428,קדומים,1,167,11,0,0,0,0,1,0,2,1,127,0,45,1,0,50,0,0,0,0,1,0,0,4,0,0,17
3557,30,602,507,3,504,קדומים,0,181,7,0,0,0,0,0,0,3,0,172,0,57,0,0,54,0,0,0,0,0,0,0,2,0,0,28
3558,10,205,134,3,131,תומר,33,2,0,0,0,0,0,0,0,19,0,6,2,56,6,1,0,0,0,0,1,0,0,0,2,0,1,2
3560,10,740,632,5,627,אלקנה,3,338,6,0,0,0,0,2,0,5,0,105,0,117,1,0,22,0,0,0,0,0,0,0,3,0,1,24
3560,20,691,572,1,571,אלקנה,1,305,6,0,0,0,0,0,0,6,3,91,3,102,0,0,25,0,0,0,0,0,0,0,3,0,1,25
3560,30,699,584,1,583,אלקנה,5,330,9,1,0,0,0,0,0,11,5,88,1,98,1,0,18,0,0,0,0,0,0,0,4,0,2,10
3561,10,159,117,2,115,מגדל עוז,1,69,1,0,0,0,0,0,0,1,5,17,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,1
3563,10,656,474,4,470,תקוע,0,42,10,0,1,0,0,0,1,9,26,173,7,101,0,0,74,0,0,0,0,0,0,0,3,0,2,21
3564,10,528,460,2,458,כוכב השחר,0,169,6,0,0,0,0,1,0,0,10,140,0,29,0,0,94,0,0,0,0,0,0,0,2,0,0,7
3565,10,343,223,2,221,רימונים,9,4,0,0,0,0,0,1,0,25,5,34,0,126,3,0,2,0,0,0,0,0,1,0,2,0,1,8
3566,10,115,46,0,46,יפית,4,0,1,0,0,0,0,0,0,10,0,4,0,19,2,0,1,0,0,0,1,1,0,0,2,0,1,0
3567,10,321,232,0,232,סלעית,67,1,0,0,0,0,0,0,0,77,0,5,2,60,16,1,0,0,0,0,0,0,0,0,2,0,1,0
3568,10,88,47,0,47,ריחן,7,0,0,0,0,0,0,0,0,12,0,2,1,14,2,1,2,0,0,0,0,0,0,0,1,0,4,1
3569,10,184,99,1,98,מבוא דותן,2,1,0,0,0,0,0,0,0,10,0,15,2,57,1,2,6,0,0,0,0,0,0,0,0,0,0,2
3570,10,560,391,6,385,אריאל,5,7,0,0,0,0,0,2,0,24,8,91,2,211,1,0,10,0,1,1,0,0,0,0,3,0,0,19
3570,20,647,433,4,429,אריאל,18,13,3,0,0,0,0,0,0,62,1,70,2,241,4,1,7,0,0,0,0,0,0,0,1,0,1,5
3570,30,569,360,6,354,אריאל,15,5,0,0,0,2,0,0,0,32,13,72,1,185,4,1,5,0,0,1,0,0,1,0,4,0,1,12
3570,40,538,333,9,324,אריאל,11,5,2,0,0,0,0,0,0,20,16,75,1,151,4,1,1,0,0,0,0,0,0,0,4,0,1,32
3570,50,636,439,5,434,אריאל,13,8,4,0,0,0,0,0,0,41,4,88,3,213,8,0,8,1,0,1,1,0,0,0,11,0,3,27
3570,60,648,431,7,424,אריאל,6,7,0,0,0,1,0,0,0,41,6,84,6,244,2,0,10,0,0,0,0,0,0,0,4,0,1,12
3570,70,516,292,5,287,אריאל,5,12,3,0,1,0,0,1,0,21,7,0,1,194,1,3,7,0,0,0,0,0,0,0,7,0,1,23
3570,80,525,330,4,326,אריאל,2,2,1,0,0,0,0,0,0,38,7,81,6,168,2,0,6,0,0,0,0,0,0,0,3,0,1,9
3570,90,661,426,9,417,אריאל,10,4,2,0,0,1,0,0,0,66,18,104,3,178,2,2,7,0,0,0,0,1,1,0,6,2,1,9
3570,100,509,319,6,313,אריאל,2,8,0,0,0,0,0,0,0,20,13,94,1,157,1,1,5,0,1,0,0,0,0,2,3,0,0,5
3570,110,634,399,8,391,אריאל,5,0,0,0,0,0,0,1,0,27,6,72,2,248,0,0,5,0,0,0,1,0,0,0,7,0,3,14
3570,120,794,514,9,505,אריאל,12,10,6,0,1,0,0,0,1,44,5,127,4,264,1,0,9,0,0,1,0,0,0,0,2,0,1,17
3570,130,518,364,4,360,אריאל,12,5,2,0,0,0,0,0,0,41,0,27,3,245,0,0,4,0,0,0,0,0,0,0,12,0,0,9
3570,140,709,475,10,465,אריאל,2,6,3,0,1,0,0,0,0,32,19,131,2,246,3,0,9,0,0,1,0,0,0,0,5,0,1,4
3570,150,520,336,9,327,אריאל,5,3,0,0,0,0,0,1,0,26,6,58,7,193,1,0,10,0,0,0,0,0,0,0,2,1,2,12
3570,160,577,343,8,335,אריאל,4,6,2,0,0,0,0,0,0,37,8,84,3,168,4,1,4,0,0,0,0,0,1,0,3,0,1,9
3570,170,608,409,8,401,אריאל,8,4,2,2,0,0,0,0,0,53,11,79,3,210,2,1,5,0,0,2,0,0,0,0,4,0,1,14
3570,180,666,386,4,382,אריאל,4,5,1,0,0,0,0,0,0,43,13,114,7,174,1,0,8,0,1,0,0,0,0,1,1,0,0,9
3570,200,623,420,10,410,אריאל,4,7,1,1,0,0,0,0,0,44,13,117,4,203,1,0,5,0,1,0,0,1,0,1,4,0,0,3
3570,210,621,413,7,406,אריאל,3,5,1,0,0,0,0,0,1,27,12,127,1,196,0,0,12,0,0,0,0,0,0,0,4,0,1,16
3571,10,368,265,1,264,שבי שומרון,0,69,4,0,0,0,0,0,0,1,3,96,2,45,1,2,27,0,0,0,0,0,0,0,2,0,1,11
3572,10,276,210,1,209,כפר תפוח,0,14,2,0,0,0,0,0,0,0,1,57,0,37,0,0,73,0,0,0,0,1,0,0,1,0,0,23
3573,10,616,487,1,486,חלמיש,1,166,4,0,0,0,0,0,0,5,4,192,2,48,0,2,38,0,0,0,0,1,0,0,1,0,2,20
3574,10,607,540,1,539,בית אל,3,219,4,0,0,0,0,1,0,3,4,196,0,27,0,0,67,0,0,0,0,0,0,0,1,0,1,13
3574,20,438,395,1,394,בית אל,1,130,5,0,0,0,0,1,0,0,1,158,0,11,0,0,75,0,0,0,0,0,0,0,0,0,1,11
3574,30,772,640,5,635,בית אל,2,207,11,0,1,0,0,0,0,3,3,284,0,30,1,2,71,0,0,0,0,0,0,0,0,0,0,20
3574,40,435,389,2,387,בית אל,0,146,8,0,0,0,0,0,0,2,3,138,0,16,0,0,60,0,0,0,0,0,0,0,3,1,0,10
